cod_barras,descricao, novo Codigo interno
1801285,DESEMPENADEIRA PLASTICA 18 X 30 EST,undefined
1801286,REGUA P/ PEDREIRO 2MT REFORCADA MZ,undefined
1801287,DESEMPENADEIRA DE ACO A135 DENTADA,undefined
1801288,JOELHO 90 SOLDAVEL 25MM,undefined
1801289,JOELHO SOLD. C/BUCHA LATAO 25MMX1/2,undefined
1801290,TE SOLDAVEL 25MM,undefined
1801291,TUBO P/AGUA 32MM,undefined
1801292,JOELHO 45 ESGOTO40MM,undefined
1801293,TE ESGOTO 40MM,undefined
1801294,ADAPTADOR SOLDAVEL CURTO 32 X 1,undefined
1801295,JOELHO ESGOTO 40MM,undefined
1801296,JOELHO ESGOTO 50MM,undefined
1801297,CAIXA SIFONADA 100 X 100 X 50 QDA,undefined
1801298,VEDA ROSCA POLYFITA 18X50 M,undefined
1801299,TUBO PRA AGUA 25MM 6M,undefined
1801300,TUBO ESGOTO 40MM NORMATIZADO METRO,undefined
1801301,TUBO ESGOTO 100MM METRO,undefined
1801302,TUBO ESGOTO 50MM METRO,undefined
1801303,ADESIVO POLYTUBES 75G,undefined
1801304,JOELHO 45 ESGOTO 100MM,undefined
1801305,JOELHO ESGOTO 100MM,undefined
1801306,JOELHO 45 ESGOTO 50MM,undefined
1801307,REGISTRO GAVETA 1509 1 C-33,undefined
1801308,JUNCAO DE ESGOTO 100 X 50,undefined
1801309,BUCHA DE REDUCAO CURTA 32 X 25,undefined
1801310,PPC 920 LCM123 ISAM CONTACTLESS,undefined
1801311,PLACA S1150 ASUS H81M K OEM S,V,R,undefined
2001033,PROMO RED BULL+SUMMER 250ML,undefined
2001034,PROMO RED BULL BLUE+SUMMER 250ML,undefined
2001035,PROMO RED BULL S.FREE+SUMMER 250ML,undefined
2001036,PROMO RED BULL RED+SUMMER 250ML,undefined
2001037,PROMO RED BULL SILVER+SUMMER 250ML,undefined
1801312,CAIXA SELECT HOT DOG C/ TAMPA C/500,undefined
1801313,PAPEL KRAFT BRANCO 3250 COM 500,undefined
7898087586257,FECHADURA SOBREPOR P/ PORTAO,undefined
7893858714013,FECHADURA PORTAO METALON,undefined
2001038,PROMO RED BULL SUMMER 250ML 2UN,undefined
2001039,PACK CERV HEINEKEN LATA350ML C/12UN,undefined
2001040,PACK CERV DESPERADOS C/3 UN 330ML,undefined
1801314,DETECH LP H 5 LTS,undefined
1801315,VASSOURA LEQUE PIAVASSA,undefined
1801316,ARQUIVO FACIL POLIONDA,undefined
1801317,TERM. PRE-ISOL P1-2685L 1,5MM,undefined
1801318,TERMINAL COMPRESS INTELLI TM-50 50M,undefined
1801319,TERMINAL COMPRESS INTELLI TM-95 95M,undefined
1801320,TERMINAL COMPRESS INTELLI TM-120 12,undefined
1801321,TERMINAL COMPRESS INTELLI TM185,undefined
1801322,CABO FLEXIVEL 1KV 120MM,undefined
1801323,CABO FLEXIVEL 1KV PT4X 1,5MM,undefined
1801324,CABO FLEXIVEL 1KV 50MM,undefined
1801325,CABO FLEXIVEL 1KV INDUSCABOS 95MM,undefined
1801326,CABO CONTROLE-FLEX 1KV 25X1,5MM,undefined
1801327,FITA ISOLANTE IMPERIAL  18MMX20M,undefined
1801328,FITA ISOLANTE IMPERIAL AM 18MMX20M,undefined
1801329,CABO ATOX FLEX 1KV PT 185MM,undefined
1801330,CABO FLEXIVEL 1KV PT 4X4MM,undefined
1801331,CANTONEIRA 1.1/2X 3/16,undefined
1801332,DISCO DE CORTE 7 (INOX),undefined
1801333,ELETRODO 3,25,undefined
1801334,CANTONEIRA 1.1/4X 1/8 6M,undefined
1801335,ROUPEIRO DE AÇO 4 PORTAS CURTO,undefined
1801336,SECAMAX PRETO GL3,6ML,undefined
1801337,PERFIL U3 40MM 2.00MM ENRIJECIDO LQ,undefined
1801338,PERFIL U 4,2,undefined
1801339,SWITCH 24P,undefined
1801340,REGUA C/8 TOM.2P,undefined
1801341,KIT TETO 2 VENT.MULTIWAY,undefined
1801342,RACK MULTIWAY,undefined
1801343,BANDEJA FIXA CH20,undefined
1801344,EPRON CIRCUITO,undefined
1801345,BATERIA SELADA 1,3 AH,undefined
1801346,PATO PASTILHA CITRUS,undefined
1801347,PATO PASTILHA LAVANDA,undefined
1801348,RESERVATORIO SABONETEIRA,undefined
1801349,AGENDA TILIBRA,undefined
1801350,CLIPES 4/0 GALV,undefined
1801351,MARCA TEXTO LUMI COLOR,undefined
1801352,PASTA CAT 40 SC,undefined
1801353,REGUA  30CM,undefined
1801354,PISO 46X46 A AURORA BRANCO PEI4 CX2,undefined
1801355,CQC ESPECIAL,undefined
1801356,QG,undefined
2002028,PROMO PASSATEMPO 140G+NESCAU 200ML,undefined
2002029,PROMO HALLS CEREJA 34G-2UN,undefined
2002030,PROMO HALLS EXTRA FORTE-LYP 34G-2UN,undefined
2002031,PROMO HALLS MELANCIA 34G-2UN,undefined
2002032,PROMO HALLS MENTA 34G-2UN,undefined
2002033,PROMO HALLS MENTA PRATA-LYP 34G-2UN,undefined
2002034,PROMO HALLS MENTOL 34G-2UN,undefined
2002035,PROMO HALLS MORANGO 34G-2UN,undefined
2002036,PROMO HALLS UVA VERDE 34G-2UN,undefined
2002037,PROMO MACCHIATO+BAGUETE C/MANTEIGA,undefined
2002038,PROMO HALLS FIRE 34G 2UN,undefined
2002039,PROMO HALLS ICE 34G 2UN,undefined
1801357,CABO USB,undefined
1801358,PORCELANATO 52X52 PIEMONTE BEIGE SL,undefined
1801359,ARGAMASSA AC3 TOP 10 CINZA 15KG,undefined
1801360,REJUNTE PLATINA PORCELANATO,undefined
1801361,SUPERCAL REFINADO 5KG,undefined
1801362,BROXA STANDAR 800/2,undefined
1801363,PICARETA S/ CABO,undefined
1801364,CONE SELECT BATATA 21,3X9 1000,undefined
1801365,TAMPA BIOCOPO 180ML TH06,undefined
1801366,ESQUELETO 17 X 7 FERRO 3/8 CINTA,undefined
1801367,ESQUELETO 17 X 7 FERRO 3/8 COLUNA,undefined
1801368,ESQ 26X16X03X02X3/8X02X5/16 15 METR,undefined
2002040,PROMO CHICAGO+FRITAS+C.COLA 350ML,undefined
2002041,PROMO CHICAGO+FRITAS+C.COLA ZERO350,undefined
1801451,NIPLE DUPLO FG 2 1/2,undefined
2002042,PROMO CHICAGO+FRITAS+KUAT 350ML,undefined
2002043,PROMO CHICAGO+FRITAS+FANTA LARAN350,undefined
2002044,PROMO CHICAGO+FRITAS+FANTA UVA350ML,undefined
2002045,PROMO CHICAGO+FRITAS+SPRITE 350ML,undefined
2002046,PROMO CHICAGO+FRITAS+DVALLE UVA 335,undefined
2002047,PROMO CHICAGO+FRITAS+DVALLE UVA ZER,undefined
1801369,ACO TREFILADO 5/8,undefined
1801370,ROLD 3 C/ SUPORTE ABERTO,undefined
1801371,PERFIL BOB GALV STANLEY,undefined
1801372,RODIZIO QUAD GIRAT,undefined
1801373,CAFE A VACUO,undefined
1801374,BISC CREAM CRACKER,undefined
1801375,CAP ESGOTO 100MM,undefined
1801376,TALHADEIRA 12 DE ACO LISO,undefined
1801377,PONTEIRO REDONDO 3/4 X 10,undefined
1801378,UNIÃO FEMEA,undefined
1801379,JOELHO CROMATIZADO 90 25OD,undefined
1801380,JOELHO MACHO AÇO CARBONO,undefined
1801381,LUVA INOX,undefined
1801382,UNIAO MACHO ACONO,undefined
1801383,BUJÃO AÇO CARBONO,undefined
1801384,UNIAO MACHO ACONO 25OD X,undefined
1801385,JUNTA METALFLEX,undefined
1801386,VALVULA ESFERA,undefined
1801387,NIPLE ACONO,undefined
1801388,TERMINAL DE PRESSAO,undefined
1801389,CABO AUDIOFLEX,undefined
1801390,BARRA CHATA,undefined
1801391,ISOLADOR EPOXI ROSCA,undefined
1801392,DISJ. TIP CVS 400F3400,undefined
1801393,DIST. TRICVS250B3250,undefined
1801394,BROCA ACO RAPIDO,undefined
1801395,BROCA ACO,undefined
1801396,ISOLADOR EPOXI ROSCA 1/4,undefined
1801397,BOBINA,undefined
1801398,MADERITE 09MM PARICA,undefined
1801399,TABUA EM MADEIRA DE PINUS,undefined
1801400,PISO 45X45 TUDO NOVO PEI4 BR C/200,undefined
1801401,NBR5580- TUBO GALV,undefined
1801402,CHAPAS E TIRAS DE ALUMINIO 3MM/1,25M/5M,undefined
1801403,UNID EVAPORADORA HW,undefined
1801404,UNID CONDENSADORA,undefined
1801405,COND ALU C/ROS,undefined
1801406,CABO FLEXIVEL 750V,undefined
1801407,FIXADOR ADESIVO,undefined
1801408,DISJ TRIP. CVS,undefined
1801409,ABRACAD NY FRONTEC,undefined
1801410,QUADRO DIST SOB QDSTN,undefined
1801411,APARELHO ILUM ARAND,undefined
1801412,LAMPADA TWIST T3,undefined
1801413,CABO FLEXIVEL PT 1MM,undefined
1801414,CABO FLEXIVEL VM 1MM,undefined
1801415,CABO FLEXIVEL BC 1MM,undefined
1801416,CABO FLEXIVEL AZ 2,5MM,undefined
1801417,CABO FLEXIVEL VM 1,5MM,undefined
1801419,CABO FLEXIVEL AZ 1,5MM,undefined
1801420,C. FLEXIVEL AZ 1,5MM,undefined
1801421,FLEXIVEL BC 2,5MM,undefined
1801422,BEMATECH LEITOR,undefined
1801423,PL CTRL MP,undefined
1801424,CONJ MEC MP4000,undefined
1801425,CABO FLEXIVEL BC 1,5MM,undefined
1801426,PERFIL U4 2,00MM,undefined
0101007,QUEROSENE,undefined
7891455180996,FILTRO FRAM CH2927,undefined
7891455329333,FILTRO FRAM PH5713,undefined
7891342506120,FILTRO TECFIL AP7060,undefined
7891342504676,FILTRO TECFIL AP8528,undefined
7891342002011,FILTRO TECFIL AR2147,undefined
7891342002486,FILTRO TECFIL AR2867,undefined
7891342002028,FILTRO TECFIL AR3147,undefined
7891342002035,FILTRO TECFIL AR3589,undefined
7891342002073,FILTRO TECFIL AR6089,undefined
7891342002110,FILTRO TECFIL AR6195,undefined
7891342005494,FILTRO TECFIL AR7704,undefined
7891342002134,FILTRO TECFIL AR8833,undefined
7891342002141,FILTRO TECFIL AR9620,undefined
7891342002301,FILTRO TECFIL AR9621,undefined
7891342002318,FILTRO TECFIL ARL1030,undefined
7891342002189,FILTRO TECFIL ARL2506,undefined
1801452,TEE FG 2 1/2,undefined
7891342004808,FILTRO TECFIL ARL2507,undefined
7891342011976,FILTRO TECFIL ARL4154,undefined
7891342010719,FILTRO TECFIL ARL5049,undefined
7891342005975,FILTRO TECFIL ARL5136,undefined
7891342002080,FILTRO TECFIL ARL6090,undefined
7891342002233,FILTRO TECFIL ARL6092,undefined
7891342004770,FILTRO TECFIL ARL6093,undefined
7891342005692,FILTRO TECFIL ARL6095,undefined
7891342002202,FILTRO TECFIL ARL8836,undefined
7891342002240,FILTRO TECFIL ARL8837,undefined
7891342002219,FILTRO TECFIL ARL8838,undefined
7891342002288,FILTRO TECFIL ARL8839,undefined
7891342004787,FILTRO TECFIL ARL8840,undefined
7891342002271,FILTRO TECFIL ARL9601,undefined
7891342010337,FILTRO TECFIL ARL9602,undefined
7891342002264,FILTRO TECFIL ARL9603,undefined
7891342002295,FILTRO TECFIL ARL9604,undefined
7891342005319,FILTRO TECFIL ARL9605,undefined
7891342004763,FILTRO TECFIL ARL9606,undefined
7891342005203,FILTRO TECFIL ARL9607,undefined
7891342505444,FILTRO TECFIL ARS7109,undefined
7891342010566,FILTRO TECFIL PEL106,undefined
7891342008174,FILTRO TECFIL PEL110,undefined
7891342011938,FILTRO TECFIL PEL114,undefined
7891342011778,FILTRO TECFIL PEL115,undefined
7891342011983,FILTRO TECFIL PEL119,undefined
7891342010276,FILTRO TECFIL PEL310,undefined
7891342010795,FILTRO TECFIL PEL313,undefined
7891342000154,FILTRO TECFIL PSL123,undefined
7891342006576,FILTRO TECFIL PSL147,undefined
7891342007313,FILTRO TECFIL PSL148,undefined
7891342005210,FILTRO TECFIL PSL190,undefined
7891342000536,FILTRO TECFIL PSL322,undefined
7891342000543,FILTRO TECFIL PSL323,undefined
7891342000567,FILTRO TECFIL PSL325,undefined
7891342000161,FILTRO TECFIL PSL561,undefined
7891342005371,FILTRO TECFIL PSL563,undefined
7891342000147,FILTRO TECFIL PSL62,undefined
7891342000185,FILTRO TECFIL PSL900,undefined
7891342000635,FILTRO TECFIL PSL902,undefined
7891342000208,FILTRO TECFIL PSL958,undefined
7891342000215,FILTRO TECFIL PSL959,undefined
7891342000291,FILTRO TECFIL PSL962,undefined
7798159128685,FILTRO WEGA WOE131,undefined
7798159128272,FILTRO WEGA WOE314,undefined
7798001699196,FILTRO WEGA WOE500,undefined
7798159121525,FILTRO WEGA WOE803,undefined
7798159121747,FILTRO WEGA WOE912,undefined
7798159121938,FILTRO WEGA WOE913,undefined
7896587302056,F1 MASTER 4X4 15W 50 1L,undefined
5011987192126,GADUS S1 V 160 2 500G,undefined
7891344000282,LUBRAX ESSENCIAL 2T 200ML,undefined
0021400561151,NAUTILUS OUTBOARD TC W3 946ML,undefined
7891226008979,NAUTILUS OUTBOARD TC W3 500ML,undefined
7896587301080,PROTETOR SUPER 1L,undefined
5011987230439,RIMULA R3 EXTRA 15W 40 20L (BALDE),undefined
5011987233300,RIMULA RT4 X 15W 40 20L (BALDE),undefined
5011987191365,SPIRAX S2 G 80W 1L,undefined
7891165411403,TEXAMATIC B 500ML,undefined
7898024050773,ADIT TRATAMENTO RADIADOR STP 1L,undefined
7898024051282,ADIT RADIADOR STP ANTIRUST ROSA 500,undefined
7898024051763,AUTO AIR CLEANER SPRAY 250ML,undefined
1003008,BOMBONA PLASTICA 20L PADRAO INMETRO,undefined
1003009,BOMBONA PLASTICA 5L PADRAO INMETRO,,undefined
7898024051800,BRAKE FLUID DOT4 STP 100ML,undefined
7898307290483,CERA LIMPADORA TECBRIL 200G,undefined
1801453,COTOVELO 45 FG 2 1/2,undefined
7898024050667,DIESEL FUEL TREAT&INJ.CLEANER 236ML,undefined
7898024050681,ENGINE FLUSH STP 500ML,undefined
1003011,ESTOPA LIMPEZA 200G,undefined
1003012,ESTOPA POLIMENTO 200G,undefined
7898923944050,EXTINTOR ABC PQS BOLA 1KG,undefined
7898024050889,FLEX TREATMENT STP 236ML,undefined
7898024050469,FUEL INJECTOR CLEANER STP 236ML,undefined
7898024050452,GAS TREATMENT STP 236ML,undefined
7898024050483,INTAKE VALVE CLEANER STP 236ML,undefined
7898024051299,LIMPA PARABRISA STP 100ML,undefined
7898024050520,OCTANE BOOSTER STP 236ML,undefined
7898994253228,ARLA 32 SHELL EVOLUX 20L,undefined
7898024050377,TRATAM.FLUIDO P/RADIADORES STP 500ML,undefined
7892666595531,AGUA DESMINERALIZADA SBR. 1L,undefined
5011987191419,SPIRAX S2 A 140W 1L,undefined
7898923944036,EXTINTOR ABC PQS COMPRIDO 1KG,undefined
7898024051305,ADIT RADIADOR STP ANTIRUST VERDE500,undefined
7898024051091,ATF FLUID STP 100ML,undefined
1801427,PLACA PCI EXPRESS,undefined
1801428,NO BREAK APC BACK UPS 700VA AUT 115,undefined
1801429,CXS IBYTE C03B 5W,undefined
1801430,BRENNER PASTOL,undefined
1801431,BRENNER CERA,undefined
1801432,VALVULA DE SEGURANÇA BREAKAWAY,undefined
1801433,TERMINAL GIRATORIO 3/4,undefined
1801434,WIDECLEAN DETERGENTE USO GERAL 5 LT,undefined
1801435,HIPOCLORITO DE SODIO 5LTS,undefined
1801436,PL DETERGENTE PARA LML,undefined
1801437,PNEU PRETINHO 20L,undefined
1801438,ROLO BOB KPR 80MMX130 MTS TERMSCPT,undefined
1801439,NOBREAK APC SUA3000BI-BR 115V/220V,undefined
1801440,TESTADOR CABOS USB/BNC RJ11/RJ45 M,undefined
1801441,ROTULADORA  ELETRON BROTHER PT80,undefined
1801442,CONECTOR RJ45 MACHO CAT5E SOHO,undefined
1801443,ESTOPA LIMPEZA,undefined
1801444,CAIXA DE INCENDIO SOB CH20,undefined
1801445,UDP F IA 13 3 3,4,500 A,undefined
1801446,MODULO ISOLADOR EST G3,undefined
1801447,ADESITE P/TUBO ROSCAVEL 90ML,undefined
1801448,REGISTRO GAVETA 1502 B 2 1/2 DECA,undefined
1801454,TUBO ISO POLIETILENO BLINDADO PRET,undefined
1801455,GAS LIQUEFEITO,undefined
1801456,UNIDADE INTERNA SPLIT HW 18KBTUS,undefined
1801457,UNIDADE EXTERNA SPLIT HW 18KBTUS,undefined
1801458,CONSUMO. ,undefined
1801459,VENEZA SALGADO 400G,undefined
1801460,CAFE S CLARA PRINCIPAL VACUO 250G,undefined
1801461,FLOCOS DE MILHO BONOMILHO 30X500G,undefined
1801462,LEITE PO INTEGRAL ITALAC 200G,undefined
1801463,ARROZ PAI JOAO LF T1 1KG POLIDO,undefined
1801464,CONSUMO,undefined
1901015,PLACA PCI 2 SERIAL PARALELA GVBRSIL,undefined
1901016,TECLADO USB GOLDENTEC GT850,undefined
1801465,BIOCOPO 240ML SELECT COM 1000,undefined
1801466,PAPEL GRANAPEL 30X40 SELECT COM1000,undefined
1801467,SACO KRAFT BCO1628 TALHER SELECT C5,undefined
1801468,TAMPA BIOCOPO 240ML TH8 PRETA COM 5,undefined
1801469,TOALHA FLEXO 2635 SELECT COM1000,undefined
1801470,CAMISA SOCIAL FEMI VERMELHO CARDEAL,undefined
1801471,CALÇA PROF FEMIN CINZA ESCURO,undefined
1801472,CAMISA SOCIAL MASC VERME CARDEAL,undefined
1801473,CALÇA PROF MASC CINZA ESCURO,undefined
1801474,CAMISA SOCIAL MASC AMARELO,undefined
1801475,CALÇA SOCIAL MASCULINA PRETO,undefined
1801476,BONE,undefined
1801477,CAMISA SOCIAL FEMIN BRANCO,undefined
1901017,NOBREAK APC SRC2000XLI SMART-UPS,undefined
1801478,KIT REPARO VALV REGULADORA PRESSAO,undefined
1801479,KIT REPARO VALV REGU ASPRO M15,undefined
1801480,KIT REPARO VALV 3 VIAS HOKE,undefined
1801481,PARAF MANOPLA VALV 3 VIAS HOKE,undefined
1801482,MICRO SWITE 15A 480VAC,undefined
1801483,VALV BREAK AWAY ABAST ASPRO,undefined
1801484,MANGUEIRA ABASTE 180MM 1/4NPT,undefined
5011987000957,HELIX ULTRA ECT C2/C3 0W 30-1L,undefined
1901018,MSTART A2,40M H2,30M F220V60HZ,undefined
1901019,RECICLADOR FISICO Q5 M3/H F220V60HZ,undefined
1801485,LIXA D AGUA 220 3M,undefined
7897483400020,FLUIDO P/FREIOS VARGA DOT3 500ML,undefined
1801486,CONECTOR SPLIT BOLT MAGNET 35MM,undefined
1801487,CONECTOR SPLIT BOLT MAGNET 50MM,undefined
1801488,FITA AUTO FUSAO 23BR 3M 19X10MT,undefined
1801489,CHAVE BOIA UNIP SUP/INF 15A 1,5M,undefined
1801490,GRAMPO TERRA DPL C/PF GTDU IPS 4-2/,undefined
1801491,CABO FLEXIVEL 1KV COPERLINE PT 3X2,,undefined
1801492,CABO COBRE NU 7FIOS 35MM,undefined
1801493,ESM GLASURIT BR BRANCO GL 3,6LT,undefined
1801494,ROLO ATLAS 328 15 LA CARNEIRO,undefined
1801495,AGUARRAS EUCATEX 5,0LT,undefined
1901020,EXASTOR MTI-10,undefined
1801496,ALCOOL 1L 54 INPM SANTA CRUZ,undefined
1801497,APONTADOR 1F MT SATELITE MAPED,undefined
1801498,CANUDO SHC TRAD 5MM C/100 STRAW,undefined
1801499,CLIPES 8/0 GALV 500G ACC,undefined
1801500,COLHER CR REF C/50 PRAFESTA,undefined
1801501,COPO 50ML PC C/100 BR CRISTALCOPO,undefined
1801502,CORRETIVO BR 18ML ATIMA RADEX,undefined
1801503,FITA ADESIVA MEL 12X40 PP2000 EUROC,undefined
1801504,FITA ADESIVA TR 45X45 SCOTH 3M 5802,undefined
1801505,FITA GOMADA 38X50 ADERE 432,undefined
1801506,GARFO REF BR C/50 STRAW GSB,undefined
1801507,GRAMPEADOR,undefined
1801508,GRAMPO 26/6 C/5000 GALV DUBLIN IN A,undefined
1801509,GRAMPO GALV 9/8-23/8 C/1000 ACC,undefined
1801510,LIVRO REG ATAS 100F GRAFSET .,undefined
1801511,MARC RETROP 2.0 AZ PILOT,undefined
1801512,MARC RETROP 2.0 PT PILOT,undefined
1801513,MARCA TEXTO VERDE DESART D542,undefined
1801514,PAP HIG BR 300M C/8 NEUTRO NATURALL,undefined
1801515,PAP HIG BR 30M C/4 FLORAL NEUTRO FA,undefined
1801516,PAPEL A4 75G 500F BR MULT PREMIUM R,undefined
1801517,PASTA SANF 12 DV CH CR POLIBRAS,undefined
1801518,PRANCHETA MDF P/METAL A4 ACRIMET,undefined
1801519,RODO PLASTICO 30CM ESCOVABRAS,undefined
1801520,SABAO PO500G MACIEZ INVICTO,undefined
1801521,SACO LIXO 100L PT 0,03 NORBAG,undefined
1801522,SACO LIXO 200L PT 90X105X0,15 PLAST,undefined
1801523,SACO LIXO 40L PT C/100 RAVA,undefined
1801524,TESOURA MULTIUSO 21CM DESART,undefined
1801525,VASSOURA CABO NOVICA MARILIA ESCOVA,undefined
1801526,GRAMPEADOR METAL 40F C15 CIS,undefined
1801527,JG SACA FILTRO OLEO 13PCS,undefined
1801528,CH 64MM FILTR TOY HOND NISSAN,undefined
1801529,250B 12M JG CH BIELA,undefined
1801530,CH SACA FILTRO GRANDE (119MM) L-18,undefined
1801531,CH DE CINTA PEQ L-18A,undefined
1801532,CH SACA FILTRO CINTA FIRE 63MM CABO,undefined
1801533,CH DE CINTA MEDIA L18B,undefined
1801534,ML120 JG SOQ MULTI LOCK 1/2,undefined
1801535,COPO 150ML C/25 PC C/100 TR CRISTAL,undefined
1801536,MANGUEIRA DE HIDRANTE2 1/2 15M TIP,undefined
1801537,TAMPA DE FERRO,undefined
1801538,VALVULA P/RETORNO 2 POLEGADA,undefined
1801539,VALVULA DE FLUXO 1 POLEGADA,undefined
1801540,REGISTRO GAVETA,undefined
1801541,ADAPTADOR 2 1/2,undefined
1801542,ESGUICHO DE 2 1/2,undefined
1801543,T P/ENGATE DA VALVULA DE FLUXO,undefined
1801544,TAMPAO 2 1/2,undefined
1801545,ABRACADEIRA NY NAT 102MM T-18R,undefined
1801546,DISJUNTOR MON.5SX1-110-7 SIEMENS,undefined
1801547,ESCOVÃO USO GERAL,undefined
1801548,VASSOURA RETA 40 CM,undefined
1801549,CABO C/ ROSCA 1,20,undefined
1801550,LIMPA TUDO BRALIMPIA,undefined
1801551,FIBRA LIMPEZA PESADA,undefined
1801552,DISJUNTOR TRIP.5SX1-325-7,undefined
1801553,QUADRO DE COMANDO (CEMAR),undefined
1801554,BLOCO DE CONTATO NF,undefined
1801555,BLOCO DE CONTATO NA,undefined
1801556,FRONTAL COMUT.MANOP,undefined
1801557,FRONTAL P/BOTAO DUPLO,undefined
1801558,SINALIZADOR C/LED,undefined
1801559,DISJUNTOR TRIP 3KA,undefined
1801560,CHAVE MAG.3TW8011-2LA 380V 10CV,undefined
1801561,RELE FALTA DE FASE SM-PBE 380-440V,undefined
1801562,CABO FLEXIVEL 1KV 2X1,5MM,undefined
1801563,ELETRODUTO GALV.NBR5598 2,65X 3MTS,undefined
1801564,TAMPA COND. ALUM. CEGA,undefined
1801565,PARAFUSO CAB. CHATA 4,8,45MM,undefined
1801566,LUVA S/ROSCA ALUM.LS 201/20-5635/03,undefined
1801567,COND ALU S/ROS,undefined
1801568,ABRACADEIRA GALV.C/CUNHA,undefined
1801569,CURVA ELET.90.GALV.C/CUNHA,undefined
1801570,CONTATOR 3TS34 220V 50/60HZ,undefined
1801571,CONTATOR AUXILIAR 1NF SIEMENS,undefined
1801572,RELE DE SOBRECARGA,undefined
1801573,BUCHA NYLON BRANCA,undefined
1801574,CORRENTE PLASTICA PARA SINALIZAÇÃO,undefined
1801575,FLEXIVEL 1/2 X 50X 1/2 TOMBACK-ZP,undefined
1801576,DISCO CORTE 4.1/2 METAL/INOX ITAMBE,undefined
1801577,DISCO CORTE 7 ITAMBE (178X3,2X22,2),undefined
1801578,DISCO CORTE 7 METAL/INOX 178X1,6X22,undefined
1801579,FILTRO SEPARADOR,undefined
1801580,OLEO PREMIUM BLUE 20L,undefined
1801581,FILTRO DE AR,undefined
1801582,FILTRO LUBRIFICANTE,undefined
1801583,FILTRO ANTI 299084,undefined
1801584,ELETRODO OK SERRALHEIRO 2,50MM,undefined
1801585,VERGALHAO (03) 3/8 GERDAU,undefined
1801586,TELA PAINEL Q61 GERDAU 2,45X6,00 (1,undefined
1801587,TELA PAINEL POP LEVE 3X2(20X20) GER,undefined
1801588,TRELIÇA GERDAU TG8L (MT),undefined
7891342011716,FILTRO TECFIL PSL542,undefined
1801589,ARROZ BRANCO SO SITIO 1KG,undefined
1801590,FEIJÃ0 PRECIOSO BRANCO TP1 KG,undefined
1801591,LEITE EM PO ITAMBE 200G,undefined
1801592,DEETRG CLORADO PARA LML,undefined
1901021,NOBREAK COMPACT PLUS III 1400VA BIV,undefined
1901022,NOBREAK COMPACT PLUS III 1200VA BIV,undefined
1801593,MICRO TECLADO DISPENSER ASPRO MOD M,undefined
1801594,TRANSMISSOR MASSICO METROVAL CMM01,undefined
1801595,MICRO TECLADO DISPENSER ASPRO MOD D,undefined
1801596,OCULOS JAGUAR INCOLOR KALIPSO,undefined
1801597,LUVA SEG MALHA 3F C/PIG G BCA CA320,undefined
1801598,MASCARA SOLD ESCUR AUTOM 9-13,undefined
1801599,MAQ SOLDA 160A INVERSORA RIV160 VON,undefined
1801600,ESMERI ANGULAR 7 17A1 GWS 20-180 BO,undefined
1801601,BOTA COURO ELASTICO N 37,undefined
1801602,BOTA COURO ELASTICO N38,undefined
1801603,BOTA COURO ELASTICO N39,undefined
1801604,BOTA COURO ELASTICO N41,undefined
1801605,BOTA COURO ELASTICO N43,undefined
1801606,BOTA COURO ELASTICO N35,undefined
1801607,BOTA COURO ELASTICO N36,undefined
1801608,BOTA COURO ELASTICO N40,undefined
1801609,BOTA COURO ELASTICO N42,undefined
1801610,BOTA COURO ELASTICO N44,undefined
1801611,BOMBA DREN. DANCOR 2303 SDE 3CV,undefined
1801612,UDP F GCL I3 3 5,4,500,DVD,LT,undefined
1801613,MASCARA SEMI FACIAL PARA 01 FILTRO,undefined
1801614,FILTRO V.O/G.A PARA MASCARA,undefined
1801615,ANEL ORING 90 SHORE,undefined
1801616,KIT REPARO VALV PILOTO EPTA 5 A 8 B,undefined
1801617,GORDURA VEG ESP 3KG CUKIN FRY SC,undefined
1801618,ALCOOL EM GEL TRAD 65 500ML FC,undefined
1801619,COPO 150ML C/100 BR KEROCOPO,undefined
1801620,DETERGENTE 500ML LIMPOL MACA BOMBRI,undefined
1801621,FLANELA 39X59 AM LIBIOMAR 09,undefined
1801622,GRAMPEADOR UNIVERSAL A17 AZ MAPED,undefined
1801623,LIMPA 500ML MULTIUSO ORIGINAL VEJA,undefined
1801624,NO AR 360ML LAVANDA PROVENC BOMBRIL,undefined
1801625,PANO DE CHAO ALGODAO JRF,undefined
1801626,PAP HIG BR 300M C/8 PERFIL,undefined
1801627,PAP TOALHA ECONOMICO 2400F 20X21 PE,undefined
1801628,PEN DRIVE 8GB CRUZER BLADE SANDISK,undefined
1801629,PILHA PEQUENA ALCALINA AA CT/2 ELGI,undefined
1801630,SABONETE 5L PEROLIZADO CIRLEN SL1,undefined
1801631,SACO LIXO 100L PT C/100 RAVA ADC 14,undefined
1801632,SACO LIXO 60L PT C/100 RAVA,undefined
1801633,CAIXA PVC S/EMB 4X2 CEGA SILENT,undefined
1801634,TOMADA 2P+T 10A SILENT,undefined
1801635,QUADRO DIST SOB QDSTG II34 DIN(BAR),undefined
1801636,ELETROCALHA PERF U CH24 100X100X300,undefined
1801637,DISJUNTOR UNIP 3KA C-16A EASY9,undefined
1801638,MAO FRANCESA CH18,undefined
1801639,ELETROCALHA PERF U CH24 50X50X3000,undefined
1801640,MDF BCO,undefined
021400400320,HELIX ULTRA SN 0W 20 1L,undefined
