cod_barras,descricao,codigo,Novo_codigo
7896336002725,PAÇOQUITA SANTA HELENA ZERO 18G,0000000962    ,undefined
7899970401800,PASTILHA ICE BREAKERS MINTS SOURS 24G,0000000963    ,undefined
7898649351187,BATATA CHIPS FRONTEIRA PARMESAO 40G,0000000964    ,undefined
7896004007021,SNACK CHEEZ IT CHEDDAR 65G,0000000965    ,undefined
7898649351163,BATATA CHIPS FRONTERA BARBECUE 40G,0000000966    ,undefined
7894900050011,REF FANTA UVA LATA 350ML,0000000967    ,undefined
7891359123457,DESFIADOR DE FUMO PLASTICO CHARADA,0000000968    ,undefined
7622210573322,CHOC LACTA DIAMANTE 34G,0000000969    ,undefined
78922594      ,CIG  MARLBORO COMUM (KS SP),0000000970    ,undefined
7895144293080,MENTOS GF UP2U TUTI FRUTTI MINT,0000000971    ,undefined
7894900680508,SPRITE FRESH LIMAO 510ML,0000000972    ,undefined
7622210674050,CHOC DIAMANTE NEGRO 80G,0000000973    ,undefined
7892840820183,BATATA SENSACOES FRANGO GRELHADO 40G,0000000974    ,undefined
7893590268010,BANANINHA FADUNI CREMOSA 30G,0000000975    ,undefined
6910021007206,ESCOVA DENTA COLGATE ESSENCIAL,0000000976    ,undefined
7898537841233,DOCE OURO MINAS BRIGADEIRO 50G,0000000977    ,undefined
7896336007829,PAÇOQUITA SANTA HELENA AVEIA ZERO 18G,0000000978    ,undefined
7891962050089,BISC BAUDUCCO RECH.BRIGADEIRO 104G,0000000979    ,undefined
7898917468289 ,SORV PARDAL 140ML CREME/PASSAS,0000000980    ,undefined
7891342004985 ,FILTRO DE COMB.GI TEC FIL 08/1,0000000981    ,undefined
7898240983015,SANDUICHE NATURAL BIG MANIA,0000000982    ,undefined
7897900316194,BARRA TRIO MORANGO ZERO,0000000983    ,undefined
7891008121193,CHOC GAROTO CARIBE 28G,0000000984    ,undefined
7891342010818,FILTRO PSL 158,0000000985    ,undefined
7896463107645,ADITIVO AUT DOT 4 FLUIDO FREIO 100M,0000000986    ,undefined
7622210561961,BUBBQALLO BALA TUTTI FRUTTI 15G,0000000987    ,undefined
7898960207422,KING BLUNT MARACUJA,0000000988    ,undefined
7898960207026,KING BLUNT UVA,0000000989    ,undefined
7893590159936,BANANINHA FADUNI COM AMEIXA 23G,0000000990    ,undefined
7892840808068,GATORADE MARACUJA 500ML,0000000991    ,undefined
7893590159929,BANANINHA FADUNI COM COCO 23G,0000000992    ,undefined
5000265001335,WHISKY WHITE HORSE (CAVALO BRAN) 1L,0000000993    ,undefined
7898917469255,PIC PARDAL MORANGO.,0000000994    ,undefined
0742832800082,DESFIADOR POLICARBONATO 4CM,0000000995    ,undefined
7896311768332,BARRA PROTEIN CRISP LEITE NINHO COM  AVELA 45G,0000000996    ,undefined
7894900050394,REF FANTA UVA LATA 220ML,0000000997    ,undefined
7892840820497,FANDANGOS QUEIJO 115G,0000000998    ,undefined
7622210573261,TRIDENT XSENSES HORTELÃ 54G,0000000999    ,undefined
7891342016797,FILTRO ACP 556,00000001000   ,undefined
7896286621861,PALITOS CORY BRIGADEIRO 68G,00000001001   ,undefined
7897395000943,CERV L NECK ITAIPAVA MALZEBIR 330ML,00000001002   ,undefined
7891342008327 ,FILTRO TEC FIL 283,00000001003   ,undefined
7891342005456 ,FILTRO PEL 2003,00000001004   ,undefined
7896029602737,CASTANHA DE CAJU CAJUMIL 30G,00000001005   ,undefined
802084124869,FUMO P/NARG AFZAL MELANCIA 50G,00000001006   ,undefined
7896094928343,ENERGETICO ENGOV UP ORIGINAL 269ML,00000001007   ,undefined
6932773980583,PAPEL SEDA HONEYPUFF DOLAR S/PITEIRA,00000001008   ,undefined
7898917468012 ,SORV PARDAL 140ML  BRIGADEIRO,00000001009   ,undefined
7892840820480,CHEETOS ONDA REQUEIJAO 122G,00000001010   ,undefined
7891149010509,CERV LATA BRAHMA CHOPP,00000001011   ,undefined
7898917041260,SALGADINHO OSHO ALVINEGRO 35G,00000001012   ,undefined
7622210561848,BUBBALOO BALA MIX GATO 75G,00000001013   ,undefined
7894900521504,AGUA CRYSTAL SABORES FRUTVER 510ML,00000001014   ,undefined
7891149440603 ,REF SUKITA LARANJA LATA 350ML,00000001015   ,undefined
7892840252649,CHEETOS LUA 140G,00000001016   ,undefined
7896445440340 ,REFRI. INDAIA UVA 250ML,00000001017   ,undefined
7891000109298,COOKIE PASSATEMPO GOTA DE CHOC 60G,00000001018   ,undefined
7891000241370,BISC NESTLE PASSATEMPO AO LEITE 130,00000001019   ,undefined
7891342014977,FILTRO ARL 4148,00000001020   ,undefined
30052765,OCB PREMIUM  PEQUENA ,00000001021   ,undefined
7896079431110,ARROZ BRANCO NAMORADO 1KL,00000001022   ,undefined
7898335050615,CHARUTO DONA FLOR CORONA,00000001023   ,undefined
7898950283054,PAPEL BROWN KING SIZE ,00000001024   ,undefined
7898542850480,ACENDEDOR EMBORRACHADO ,00000001025   ,undefined
7891150081888,SORV TWISTER KIBON 700ML,00000001026   ,undefined
7622210570086,CHOC SONHO DE VALSA CROCANTE 25G,00000001027   ,undefined
30058569      ,OCB SLIM PREMIUM BOOKLETS,00000001028   ,undefined
7622210561985,BUBBALOO BALA TUTTI FRUTTI 75G,00000001029   ,undefined
7898307297734,DESENGRIPANTE BRIL LUB,00000001030   ,undefined
7891962056500,CHOCOBISCUIT AO LETE BAUDUCCO 80G,00000001031   ,undefined
7896463105979 ,ADITIVO AUT RESTORE TREATMENT 100 ML,00000001032   ,undefined
7622300036348 ,BISC TRAKINAS CHOCOLATE 140GRS,00000001033   ,undefined
78930193,CHOC BATON GAROTO DUO BRANCO 16G,00000001034   ,undefined
7894900500035,POWERADE LIMAO 500ML,00000001035   ,undefined
7898681350230,PIRILITO POP SHOKS KIDS ZONE 11G,00000001036   ,undefined
7891109789841,HAVAIANAS COLOR AZUL NAVAL 41/42 ,00000001037   ,undefined
7894900028003,REF COCA COLA BYTE PIXEL SEM AÇUCAR 310ML,00000001038   ,undefined
7892840816803,CHEETOS ONDA 37G,00000001039   ,undefined
7895098633888,CASTANHA VIDA VERDE NATURAL 50G,00000001040   ,undefined
7896116900715,FARINHA DE MANDIOCA KICALDO 1KL,00000001041   ,undefined
7799076005547,FILTRO DE AR WEGA FAP3233,00000001042   ,undefined
7891035534072,BOM AR AEROSOL FLOR DE ALGODAO 360ML,00000001043   ,undefined
7894900184235,SCHWEPPES VODKAT 310ML ,00000001044   ,undefined
7892840254940,RUFFLES CEBOLA E SALSA 57G,00000001045   ,undefined
7891109789834,HAVAIANAS COLOR AZUL NAVAL 39/40,00000001046   ,undefined
0902042       ,DODS CARAMELO COB./CHOC,00000001047   ,undefined
7892840253844,RUFFLES ORIGINAL 57G,00000001048   ,undefined
7891150078710,PIC KIBON MINIONS 45G,00000001049   ,undefined
78945579,CIG CLEAN BY CLICK,00000001050   ,undefined
7896463100462 ,ADITIVO AUT STOPRUST RED 500 ML,00000001051   ,undefined
7891150087194,SORV KIBON 800ML UNICORNIO,00000001052   ,undefined
7896806504148,CAJUINA SABOR TROPICAL 310ML,00000001053   ,undefined
7899766889324,CASTANHA VIDA VERDE TORRADA COM SAL 50G,00000001054   ,undefined
7895265025690,HAVAIANAS COLOR BRANCO 41/42,00000001055   ,undefined
7899759400437,CIGARRETE LANCHE FRANGO COM  REQUEIJAO,00000001056   ,undefined
7909690228806,HAVAIANAS COLOR LARANJA CITRUS 37/38,00000001057   ,undefined
7891109604021,HAVAIANAS COLOR PRETO 41/42 ,00000001058   ,undefined
7894900184334,SCHWEPPES SPRITZ 310ML,00000001059   ,undefined
7898917469552,PIC PARDAL SAO GERALDO,00000001060   ,undefined
7891109604038,HAVAIANAS COLOR PRETO 43/44,00000001061   ,undefined
7756509000036,CABO IPHONE 4/4S E IPAD 1/2,00000001062   ,undefined
7895265025683,HAVAIANAS COLOR BRANCO 39/40,00000001063   ,undefined
7891109146613,HAVAIANAS TRADICIONAL PRETO 41/42,00000001064   ,undefined
7895201452016,CIGARRO DE PALHA HARAS EDUARDO,00000001065   ,undefined
3057068067787,FILTRO P/ CIG OCB 150,00000001066   ,undefined
7892840815912,DORITOS QUEIJO NANCHO 84G,00000001067   ,undefined
7891000251133,CHOC NESTLE PRESTIGIO BRANCO 33G,00000001068   ,undefined
7898994166726,AGUA DE COCO WALTER 1LT,00000001069   ,undefined
7892840819972,CHEETOS PATAS 41G,00000001070   ,undefined
7756509000487,FONE DE OUVIDO COM MICROFONE 12GO,00000001071   ,undefined
7894900184037,SCHWEPPES GIN TON 310 ML,00000001072   ,undefined
7891414434979,SELENIA PERFORM 5W30,00000001073   ,undefined
7896003711905,BISC MARILAN TEENS CHOCOLATE 30G,00000001074   ,undefined
7897395001469,BEB MISTA CABARE ICE FRUTAS AMARELAS 350ML,00000001075   ,undefined
7896006711117,ARROZ CAMIL LT 1KG,00000001076   ,undefined
7897395001407,BEB MISTA CABARE ICE LIMAO 350ML,00000001077   ,undefined
7896931614156,SUCO CAMPO LARGO PET LARANJA INTEGRAL 250ML,00000001078   ,undefined
7891152801095,BISC RICHESTER CHOCOLATE 40G,00000001079   ,undefined
7891342002080 ,FILTRO  ARL 6090,00000001080   ,undefined
7893249751870,HAVAIANAS TRADICIONAL ROSA FLUX 35/36 ,00000001081   ,undefined
7896029602393,MIX DE NUTS CAJUMIL 40G,00000001082   ,undefined
7896029600023,CASTANHAS DE CAJU DUNORTE 50G,00000001083   ,undefined
7891008121827,CHOC TALENTO AMENDOAS E PASSAS 85G,00000001084   ,undefined
7891152800968,BISC RICHESTER TORTINHA LIMAO 140G,00000001085   ,undefined
7896009301049,SARDINHA COQUEIRO C/ OLEO 125G,00000001086   ,undefined
7891962045160,BISC BAUDUCCO CEREALE CACAU 170G,00000001087   ,undefined
7891150061057,SORV KIBON 800ML TABLITO ,00000001088   ,undefined
0001353,CAPPUCCINO E ACHOCOLATADOS,00000001089   ,undefined
7892840820978,FANDANGOS CHURRASCO 33G,00000001090   ,undefined
7891000359211,CHOC NESTLE KIT KAT CAPPUCCINO 41,5G,00000001091   ,undefined
7896029603338,MILHO CROCANTE TORRADO CAJUMIL 30,00000001092   ,undefined
7896029602607,CASTANHA DE CAJU CARAMELIZADA DUNORTE 50G,00000001094   ,undefined
0803045,KETCHUP HEINZ MINI SACHE 7G,00000001095   ,undefined
7898947387161,OVO SURPRESA SLIME BRILHA NO ESCURO 98G,00000001097   ,undefined
7896029603024,AMENDOIM CEARA DUNORTE 40G,00000001099   ,undefined
7899759400451,CIGARRETE LANCHE PRESUNTO E  MUSSARELA,00000001101   ,undefined
7892840120214 ,ELMAC. BACONZITOS  55G,00000001102   ,undefined
7896110100814 ,SAL CHURRASCO LEBRE,00000001103   ,undefined
0003771,AMENDOIM PETIS CROC PIM VERM 150GRS,00000001104   ,undefined
7896110100043 ,SAL REF LEBRE 1KG,00000001105   ,undefined
78913420003087,FILTRO PSC 496,00000001106   ,undefined
7896009725012 ,BATERIA RAYOVAC ALCALINA 9V-1UND,00000001107   ,undefined
7899759400413,CIGARRETE LANCHE DE QUEIJO,00000001108   ,undefined
7897522401032,ESFIRRA LANCHE CARNE,00000001109   ,undefined
7898948503089,FUEL OPTIMIZER GRIFCAR 100ML,00000001110   ,undefined
0811002,CAFE EXPRESSO DOSE,00000001111   ,undefined
7898031170365,DETERGENTE INVICTO CLEAN 500ML,00000001112   ,undefined
7896029603017,AMENDOIM FORTALEZA DUNORTE 40G,00000001113   ,undefined
7897395010119 ,CERV L NECK ITAIPAVA PREMIUM 355ML,00000001114   ,undefined
0815154021531,ENERGETICO BURN PUCH 260ML,00000001115   ,undefined
7891991300841,CERV LATA SKOL BEATS MOSCOW MULE 269ML,00000001116   ,undefined
7891344008141 ,LUBRAX ESSENCIAL SL 15W40 3L,00000001117   ,undefined
7896798601870,BARRA CER NUTS CASTANHA E SEMENTES 25G,00000001118   ,undefined
7891342002042 ,FILTRO  ARL 4147,00000001119   ,undefined
7895144297590,MENTOS GF VITAMINADO 48G,00000001120   ,undefined
7896003738896,BISC MARILAN TORTINHA MARACUJA 140G,00000001121   ,undefined
7891149000029,CERV LATA LEGITIMA 350ML,00000001122   ,undefined
7891344009360 ,LUBRAX TECNO 10W40 500ML,00000001123   ,undefined
0402004       ,FILTRO PSC 73/1,00000001124   ,undefined
0402046       ,FILTRO PSD 260/01,00000001125   ,undefined
783094031456,PILHA RAYOVAC CR 2032,00000001126   ,undefined
0402003       ,FILTRO PSD 470/1,00000001127   ,undefined
0402033       ,FILTRO PSL 171,00000001128   ,undefined
7896003738834,BISC MARILAN TORTINHA LIMAO 140G,00000001129   ,undefined
7896005217962,BISC SOL SALT INTEGRAL 25G,00000001130   ,undefined
7896005217986,BISC SOL SALT ORIGINAL 25G,00000001131   ,undefined
7898366930023,FLOCAO VITAMILHO 500G,00000001132   ,undefined
7899759400338,TROUXINHA LANCHE FRANGO AZEITONA ,00000001133   ,undefined
7896024760593,SNACK DE BATATA PIRAQUE CHURRASCO 60G,00000001134   ,undefined
7898083946666 ,REVISTA GUIA FORTALEZA-MAPA TURISTI,00000001135   ,undefined
038000849961  ,BATATA PRINGLES ORIGINAL 37G,00000001136   ,undefined
0402031       ,FILTRO PSL 280,00000001137   ,undefined
7891342000598 ,FILTRO  PSL 282,00000001138   ,undefined
0401005       ,FILTRO  PSL 339,00000001139   ,undefined
7892840818487,CEBOLITOS 31G,00000001140   ,undefined
7896024760678,WAFER PIRAQUE LIMAO 4 CAMADA 100G,00000001141   ,undefined
7892840816254,CHEETOS ONDA REQUEIJAO 45G,00000001142   ,undefined
7892840225810,BATATA ELMA CHIPS STAX ORIGINAL,00000001143   ,undefined
7891991294263,CERV LATA BECKS 350ML,00000001144   ,undefined
7896011116723,BARRA DE CEREAIS PARATI BANANA CHOCOLATE 20G,00000001145   ,undefined
7893218002576 ,VODKA SMIRNOFF 600ML,00000001146   ,undefined
7891342005340 ,FILTRO  ARL  8834,00000001147   ,undefined
7898377661060,CERV LATA BLACK PRINCES GOLD 350ML,00000001148   ,undefined
7892840815516,RUFFLES CEBOLA E SALSA 30G,00000001149   ,undefined
7892840815509,RUFFLES CHURRASCO 30G,00000001150   ,undefined
7891095605408,TEMPERO KITANO COMPLETO 300G,00000001151   ,undefined
0001234,FOSFORO PARANA UND,00000001152   ,undefined
7756509000043,CABO MICRO USB ANDROID,00000001153   ,undefined
7896024760609,SNACK DE BATATA PIRAQUE CEBOLA E SALSA 60G,00000001154   ,undefined
5000265101042 ,WHISKY WHITE HORSE 500ML,00000001155   ,undefined
7892840816438,FANDANGOS PRESUNTO 45G,00000001156   ,undefined
7896004006529,BATATA PRINGLES QUEIJO 43G,00000001157   ,undefined
7898994678014,AÇUCAR CRISTAL OLHO DAGUA 1KG,00000001158   ,undefined
798190171296,PITEIRA SADHU ORGULHO ,00000001159   ,undefined
7896369612663,SAL GROSSO MARIZA 500G,00000001160   ,undefined
7896110100012,SAL MIRAMAR 1KG,00000001161   ,undefined
7891342003636 ,FILTRO PSC 499,00000001162   ,undefined
7891132019281,TEMPERO SAZON CARNES 60G,00000001163   ,undefined
7891342007955 ,FILTRO ACP 800,00000001164   ,undefined
7898963908012,ARROZ ICAPUI 1KG,00000001165   ,undefined
7898215151784,CREME DE LEITE PIRACANJUBA 200G,00000001166   ,undefined
7898922012040,FARINHA DE MANDIOCA BCA DONA DE 1K,00000001167   ,undefined
7898366930016,FARINHA DE MILHO VITAMILHO 500G,00000001168   ,undefined
789805441287  ,FILTRO AP 7108,00000001169   ,undefined
7898215152002,LEITE CONDENSADO PIRACANJUBA 395G ,00000001170   ,undefined
0401029       ,FILTRO ARL 9601,00000001171   ,undefined
0401027       ,FILTRO ARS 7991,00000001172   ,undefined
7891342000376 ,FILTRO PL 366,00000001173   ,undefined
0401026       ,FILTRO PSC 491,00000001174   ,undefined
0000542,HAMBURGAO,00000001175   ,undefined
7891342008310 ,FILTRO PSC 80,00000001176   ,undefined
7891962054537,BISC BAUDUCCO RECHEADOS DUPLO CHOC 65G,00000001177   ,undefined
7891132019724,TEMPERO SAZON FEIJAO 60G,00000001178   ,undefined
7898384200382,FEIJAO CARIOCA GRANULAR 1KG,00000001179   ,undefined
7896036090244,OLEO DE  SOJA LIZA 900ML,00000001180   ,undefined
7891342007108,FILTRO ART 5051,00000001181   ,undefined
7891132019274,TEMPERO SAZON FRANGO 60G,00000001182   ,undefined
7891342010351,FILTRO ARL 5138,00000001183   ,undefined
7898307291046 ,SILICONE TEC BRIL AEROSOL 300ML,00000001184   ,undefined
7898307296232 ,ADITIVO TEC BRIL TEC MOTOR OIL TREA,00000001185   ,undefined
0503009       ,EXTINTOR NV PO QUIMICO 1KG ABC FIAT,00000001186   ,undefined
7898307290391 ,LIMPA RADIADOR FLUSH TEC BRIL,00000001187   ,undefined
789134250433  ,FILTRO AP 2710,00000001188   ,undefined
7896067720677 ,CERA LIQ BRILHO FINAL 500ML,00000001189   ,undefined
7891342504683,FILTRO AR 9834,00000001190   ,undefined
7891342500462 ,FILTRO ARL 7997,00000001191   ,undefined
7896024760180,BISC PIRAQUE COOKIES ORIGINAL 40G,00000001192   ,undefined
7896001004030 ,ESPONJA AUTOMOTIVA PEQ,00000001193   ,undefined
7898024050889 ,ADITIVO STP FLEX TREATMENT,00000001194   ,undefined
7896280835196 ,ISQUEIRO MINI CLASSIC,00000001195   ,undefined
7896075701040 ,PINÇA DEPILADORA MERHEJE,00000001196   ,undefined
70235000328,CHARUTO PHILLIES TITAN TRAD ,00000001197   ,undefined
7896001004047 ,ESPONJA AUTOMOTIVA MEDIA,00000001198   ,undefined
7898958191085,KIT SUPER PRIME S108 MANUTREVISAO,00000001199   ,undefined
7898307290988 ,LIMPA ARCONDICIONADO AEROSOL 300ML,00000001200   ,undefined
7898307295181 ,LIMPA ARCONDICIONADO WILLIANS 300ML,00000001201   ,undefined
7891342005647,FILTRO ARS 9839,00000001202   ,undefined
7898307291695 ,LIMPA COUROS TEC BRIL,00000001203   ,undefined
7898024050483 ,ADITIVO STP  INTAKE VALVE,00000001204   ,undefined
0402030       ,FILTRO PSD 460,00000001205   ,undefined
7891342000260 ,FILTRO  PSL  417,00000001206   ,undefined
7896433641025 ,CARNE FIAMBRE KITUT 320G,00000001207   ,undefined
7896201500646,PINÇA ACO INOX,00000001208   ,undefined
7899567247620,FEIJOADA KITUT 310G,00000001209   ,undefined
7898591459511,FINI TUBES MORANGO 15G,00000001210   ,undefined
0401016       ,FILTRO  PSL 419,00000001211   ,undefined
7896463101599,ADITIVO AUT X-TUNING MOTOS 100ML,00000001212   ,undefined
7898307291367 ,AROMATIZANTE TEC FRESH TUTTI FRUTTI,00000001213   ,undefined
7891000077924,WAFER PRESTÍGIO 150 G,00000001214   ,undefined
7898307290599 ,LIMPA PNEUS GEL TECBLACK 500ML,00000001215   ,undefined
7896001004016 ,PANO LUSTRADOR AUTOMOTIVO,00000001216   ,undefined
7896463107416 ,ADITIVO AUT FUEL INJECTOR 100ML,00000001217   ,undefined
7891008209013,GAROTO CAIXA BOMBONS,00000001218   ,undefined
7896058505443 ,GOMETS PUDIM DE FRUTAS 100G,00000001219   ,undefined
7893218003801,SMIRNOFF INFUSIONS SPRITZ MARACUJA E JASMINE 269ML,00000001220   ,undefined
789245516324  ,FILTRO CA 5156,00000001221   ,undefined
0401030       ,FILTRO PEL 2001,00000001222   ,undefined
78942981,CIG KENT BLUE BOX ,00000001223   ,undefined
7893218003795,SMIRNOFF INFUSIONS SPRITZ MELANCIA E MENTA 269ML,00000001224   ,undefined
7891000354537,NESTLE MIX DE CREME DE LEITE 200G,00000001225   ,undefined
7891455160315 ,FILTRO PH 2821C,00000001226   ,undefined
7898024051299 ,STP LIMPA PARABRISA 100ML,00000001227   ,undefined
7891152340419,BISC ANIMADO ZOO CHOCOLATE 130G,00000001228   ,undefined
7891152801804,BISC RICHESTER CHOC C MORANGO 125G,00000001229   ,undefined
7891149103270,CERV LATA BRAHMA CHOPP 269ML,00000001230   ,undefined
7892840225711 ,BATATA SENSACOES FRANGO GRELHADO 45G,00000001231   ,undefined
7896451920096,GOMA DOCIGOMA GENGIBRE E MEL 18G,00000001232   ,undefined
7898923678092,AGUA LIMPIDA PREMIUM C/GAS 500ML,00000001233   ,undefined
7896636544611,MOBIL SUPER 3000 XE 5W-30 1L,00000001234   ,undefined
789626304351,MENTOS FRUIT,00000001235   ,undefined
7798159121747 ,FILTRO VEGA WOE 912,00000001236   ,undefined
7895099700138,GIN VELVO ARTIC 750ML,00000001237   ,undefined
7895099700114,GIN VELVO BOTANIC 750ML,00000001238   ,undefined
7896009700743 ,PILHA RAYOVAC ELEC ALCAL.V23GA-12VC,00000001239   ,undefined
0809009,ALPINO ACHOC C/ LEITE NESTLE ,00000001240   ,undefined
78939615,CIG CAMEL DOUBLE MINT E GREEN,00000001241   ,undefined
7798159128692,FILTRO WEGA  WOE-245,00000001242   ,undefined
7891342508346,FILTRO ARS7993,00000001243   ,undefined
7891342007184 ,FILTRO ART 6097,00000001244   ,undefined
7798159124830,FILTRO WEGA AKX 35723,00000001245   ,undefined
7798159127633,FILTRO WEGA FAP-3269,00000001246   ,undefined
7798159120351,FILTRO WEGA FAP 4046,00000001247   ,undefined
7798159128241,FILTRO WEGA FCD-0777,00000001248   ,undefined
7798001699219 ,FILTRO WEGA WO-120,00000001249   ,undefined
7798001692968 ,FILTRO WEGA WO 340,00000001250   ,undefined
0401039       ,FILTRO PEL 310,00000001251   ,undefined
7898195959028,FILTRO SK 902,00000001252   ,undefined
0070157       ,BARDAHL G.A 100ML,00000001253   ,undefined
7891344000527 ,LUBRAX TRM 4-90 1L,00000001254   ,undefined
7898915801927,GELELE SLIME POTE COLOR 152G,00000001255   ,undefined
7622210567567,CHOC LACTA OREO 90G,00000001256   ,undefined
7891962064116,BISC BAUDUCCO CHOCOBISCUIT TUBE WAFFER 30G,00000001257   ,undefined
7894488000118,ALGODÃO FLOC 25G,00000001258   ,undefined
7898380410655,SNACK GOOD SOY CHURRASCO LIGTH 25G,00000001259   ,undefined
7896042090849,GARRAFA RETRO BCA DE NEVE 500ML,00000001261   ,undefined
7896422000178,BATATA ONDULADA ORIGINAL PRATUC LEVE 40G,00000001263   ,undefined
7896090704309,MULTIALCOOL 70 1LT,00000001266   ,undefined
7896422000239,BATATA ONDULADA CHURRAS PRATIC LEVE 40G,00000001267   ,undefined
7898947387208,OVO SURPRESA SLIME FUNDO DO MAR 98G,00000001269   ,undefined
7898590171414,COPO LUMAR UNICORNIO COM TAMPA E CANUDO 600ML,00000001272   ,undefined
9770104396002 ,REVISTA CARAS,00000001273   ,undefined
7896422000260,BATATA ONDULADA BACON PRATC LEVE 45G,00000001274   ,undefined
7899808896099,GARRAFA RETRO MINNIE 500ML,00000001275   ,undefined
7622210569608,BISC TRAKINAS MORANGO 42G,00000001276   ,undefined
7622210569585,BISC TRAKINAS CHOCOLATE 42G,00000001277   ,undefined
7896002369787,PINGUINOS BAUNILHAS 80G,00000001278   ,undefined
7892840819262,RUFFLES MAIONESE 30G,00000001279   ,undefined
7891000379103 ,NESCAU  200ML,00000001280   ,undefined
7892840817763,CHEETOS LUA 125G,00000001281   ,undefined
2101001       ,GAS NATURAL VEICULAR,00000001282   ,undefined
1006012       ,ISQUEIRO ELETRONICO MINI,00000001283   ,undefined
7898591459498,FINI TUBES AZEDINHOS 15G,00000001284   ,undefined
7892840816889,TORCIDA CALABRESA 70G,00000001285   ,undefined
7898380410938,BROWNIE BELIVE CHOC ZERO 40G,00000001286   ,undefined
7896009760099,PILHA RAYOVAC AA AMARELINHAS  C/04 UND,00000001287   ,undefined
0000708,TORTA DE FRANGO,00000001288   ,undefined
7898940380084,PACOCAO CASEIRO 80G,00000001289   ,undefined
7891095023158,YOKITOS BATATA LISA COM SAL 45G,00000001290   ,undefined
7891000305690,BEB NESTLE NESTON PROTEIM BANANA E MACA 280ML,00000001291   ,undefined
0801034,BISC PEPULHA PETA CEBOLA 80G ,00000001292   ,undefined
7891344007502 ,LUBRAX TECNO 500 ML,00000001293   ,undefined
78917125      ,CHOC TALENTO TAB DIET AVELAS,00000001294   ,undefined
80878018,MENTOS PURE FRESH MINT 16G,00000001295   ,undefined
7891342008075,FILTRO DE AR ARL2202,00000001296   ,undefined
7897352007206 ,BOLACHA ROMANA ACEBOLADA,00000001297   ,undefined
7891000118054,FRISKIES FRANGO AO MOLHO 85G,00000001298   ,undefined
7898380411850,SNACK GOOD SOY LIGHT REQUEIJAO 25G,00000001299   ,undefined
7890175980114,ISQ TIPO ZIPPO C/ADESIVO,00000001300   ,undefined
7891342011372,FILTRO DE AR ACP974,00000001301   ,undefined
7891000376768,BISC NESTLE NEGRESCO 90G,00000001302   ,undefined
7896058501100,AMENDOIN JAPONÊS 100G,00000001303   ,undefined
090363632     ,BUBBALOO TODOS,00000001304   ,undefined
7622210568854,BISC CLUB SOCIAL BACON E PROVOLONE 23,5G,00000001305   ,undefined
7896029022245,PEDIGREE CARNE AO MOLHO 100G,00000001306   ,undefined
7898080664587,ENERGETICO BALY MAÇA VERDE 473ML,00000001307   ,undefined
7622210573919,BISC TRAKINAS BUBBALOO 126G,00000001308   ,undefined
7622210573933,BISC TRAKINAS LIMAO 126G,00000001309   ,undefined
0000546,COXINHA CARNE DO SOL,00000001310   ,undefined
7896065870770,ENERGETICO NIGHT POWER 2LTS,00000001311   ,undefined
7622210570536,CHOC LACTA INTENSE NUTS AVELA E CROCANTE 85G,00000001312   ,undefined
1011030,PRESERVATIVO RITEX TODOS,00000001313   ,undefined
7891149108480,CERV LATA SKOL PURO MALTE 269ML,00000001314   ,undefined
7896423424423 ,CHOC TWIX 16G,00000001315   ,undefined
7896019607636,CHOC AMANDITA 200G,00000001316   ,undefined
7891000467404 ,CHOC NESTLE ESPECIALIDADES  400G,00000001317   ,undefined
7891000468906 ,CHOC GALAK BALL 30G,00000001318   ,undefined
7891342008334,FILTRO ARL 1033,00000001319   ,undefined
7898953335583,DOCES VIEIRA BRIGADEIRO 23G,00000001320   ,undefined
7896058599206,AMENDOIM PETTIZ CEBOLA E SALSA 70G,00000001321   ,undefined
7898917468777,SORV PARDAL 440ML NATA GOIABA,00000001322   ,undefined
78907188,BOMBOM AMOR CARIOCA AO LEITE,00000001323   ,undefined
7896002110921,CACHAÇA 51 OURO 965ML,00000001324   ,undefined
0609963921355,ISQUEIRO FIRESTAR JET UND,00000001325   ,undefined
9002490258825,ENERGETICO RED BUL EDITION MORANGO E PESSEGO 250ML,00000001326   ,undefined
7622210568823,CLUB SOCIAL CEBOLA COM SOURCREAM 23,5G,00000001327   ,undefined
040232780936,PITEIRA BEM BOLADO BROMN,00000001328   ,undefined
78939318,BOMBOM LACTA OURO BRANCO 20G,00000001329   ,undefined
7898591455643,FINI TUBES UVA 15G,00000001330   ,undefined
7898903991555,PRESERVATIVO RILEX CHOCOLATE,00000001331   ,undefined
7898903991524,PRESERVATIVO RILEX TUTTI FRUTTI,00000001332   ,undefined
7898903991531,PRESERVATIVO RILEX UVA,00000001333   ,undefined
7898556850452,PRESERVATIVO RILEX LEITE CONDENSADO,00000001334   ,undefined
7891344000220 ,LUBRAX TRM 5-140 1L,00000001335   ,undefined
798190053172,MAQUINA P/ENROLAR CIG SADHU PG 78MM,00000001336   ,undefined
7898335050493,CHARUTO DONA FLOR CORONA CC,00000001337   ,undefined
7890861123450,NARGUILE 1 SAIDA PEQ,00000001338   ,undefined
802084126078,FUMO P/ NARG AFZAL  BLUEBERRY MIRTI,00000001339   ,undefined
7894900015119,REF COCA COLA LS 1LT,00000001340   ,undefined
7897395010164,CERV L NECK ITAIPAVA MALZEBIER 355ML,00000001341   ,undefined
7896798600194 ,SUPINO TRADICIONAL 28 G,00000001342   ,undefined
